AIMed_d30@1	NN IN JJ PROTEINT1 CC PRP$ NN NN IN PROTEINT2
AIMed_d76@11	FW FW NN IN NN NN RB VBD DT CD TO JJ NN IN NN NN IN PROTEINT1 WRB VBN IN PROTEINT2
AIMed_d76@12	DT NN IN NN NN NN NNS IN NN NN VBD IN DT NN NN IN PROTEINT1 MD VB PROTEINT2 IN VBN IN DT NN NN NN
AIMed_d76@13	PROTEINT1 NN PROTEINT0 PROTEINT2 VBZ DT JJ NN IN DT PROTEINT0 NN IN WDT NN MD RB VB IN NN NN VBN IN CD NNS
AIMed_d212@1	NN IN PROTEINT1 NN CC PROTEINT2 IN NN TO NN NN
AIMed_d212@4	IN NNS VBG DT NN NN NN PROTEINT0 VBP RB JJ IN JJ NN NN PRP VBD DT NN IN PROTEINT1 MD VB IN PROTEINT2 IN NN TO NN NN
AIMed_d212@5	RB PRP VBP IN PROTEINT1 VBZ PROTEINT2 RB IN NN NNS CC RB IN NN NNS
AIMed_d212@6	PRP$ NNS VBP IN DT NN NN IN PROTEINT1 VBZ IN DT NN NN NNS CD IN PROTEINT2
AIMed_d212@8	DT NNS VBP IN PROTEINT1 VBZ VBN IN DT NN IN PROTEINT2 IN NN NN CC DT NN MD IN NN VBP JJ NN NN
AIMed_d43@5	IN DT JJ JJ NNS IN PROTEINT1 VBN IN NN TO PROTEINT2 PROTEINT0 CC DT IN PROTEINT0 VBN IN NN TO PROTEINT0 VBP VBN VBN IN DT NN DT NNP NN NNS WDT VBP NN VBD JJ
AIMed_d43@5	IN DT JJ JJ NNS IN PROTEINT1 VBN IN NN TO PROTEINT0 PROTEINT2 CC DT IN PROTEINT0 VBN IN NN TO PROTEINT0 VBP VBN VBN IN DT NN DT NNP NN NNS WDT VBP NN VBD JJ
AIMed_d43@5	IN DT JJ JJ NNS IN PROTEINT0 VBN IN NN TO PROTEINT0 PROTEINT0 CC DT IN PROTEINT1 VBN IN NN TO PROTEINT2 VBP VBN VBN IN DT NN DT NNP NN NNS WDT VBP NN VBD JJ
AIMed_d43@7	DT VBG NN JJ VBN NN IN PROTEINT1 JJ TO PROTEINT2 VBD PROTEINT0 NN JJ TO PROTEINT0 CC RB VBD PROTEINT0 IN IN JJR NN VBN IN PROTEINT0
AIMed_d43@7	DT VBG NN JJ VBN NN IN PROTEINT0 JJ TO PROTEINT0 VBD PROTEINT1 NN JJ TO PROTEINT2 CC RB VBD PROTEINT0 IN IN JJR NN VBN IN PROTEINT0
AIMed_d43@7	DT VBG NN JJ VBN NN IN PROTEINT0 JJ TO PROTEINT0 VBD PROTEINT0 NN JJ TO PROTEINT0 CC RB VBD PROTEINT1 IN IN JJR NN VBN IN PROTEINT2
AIMed_d92@2	PROTEINT1 VBZ RB TO CD NN NNS DT PROTEINT2 PROTEINT0 NN NN CC DT PROTEINT0 PROTEINT0 PROTEINT0 WDT VBP DT VBN IN DT NN IN JJ NNS WDT VBP TO PROTEINT0
AIMed_d92@2	PROTEINT1 VBZ RB TO CD NN NNS DT PROTEINT0 PROTEINT0 NN NN CC DT PROTEINT0 PROTEINT2 PROTEINT0 WDT VBP DT VBN IN DT NN IN JJ NNS WDT VBP TO PROTEINT0
AIMed_d220@1	NNS IN PROTEINT1 CC DT PROTEINT2 PROTEINT0 NN NN IN CD NN NN NNS IN JJ PROTEINT0 IN NN NN CC NN NN
AIMed_d220@2	DT JJ NN IN DT JJ PROTEINT1 PROTEINT0 VBN IN JJ NN NN NNS VBZ DT RB VBN NN VBG NN NN IN PROTEINT2 PROTEINT0
AIMed_d220@2	DT JJ NN IN DT JJ PROTEINT1 PROTEINT0 VBN IN JJ NN NN NNS VBZ DT RB VBN NN VBG NN NN IN PROTEINT0 PROTEINT2
AIMed_d220@12	DT NNS VBN IN DT NN IN JJ NNS VBP DT NN IN CD JJ NNS IN DT JJ NN IN DT PROTEINT0 PROTEINT1 IN NN PROTEINT2
AIMed_d44@1	NN IN DT PROTEINT1 NN NN IN DT JJ PROTEINT2 NN VBG PROTEINT0 NNS
AIMed_d44@2	PROTEINT1 CC PRP$ NN PROTEINT2 PROTEINT0 NN PROTEINT0 VBP NNS IN DT PROTEINT0 NN CC NN TO VB NN NN CC NN
AIMed_d44@2	PROTEINT1 CC PRP$ NN PROTEINT0 PROTEINT0 NN PROTEINT2 VBP NNS IN DT PROTEINT0 NN CC NN TO VB NN NN CC NN
AIMed_d44@5	VBG DT JJ PROTEINT0 PROTEINT0 JJ NN PRP VBD DT NN IN PROTEINT0 NN TO VB DT NN IN PROTEINT1 TO PROTEINT2 VBN IN DT NN NNP CD NN NN
AIMed_d44@6	PROTEINT1 NN IN PROTEINT2 VBZ VBN IN NN WDT VBP NNS VBG TO VB NNP NNP IN NNP NNP CC NN RB RB IN NN NNP NNP IN NN CC NN
AIMed_d44@7	NNP NNP NN NNS VBG NN CC NN VBP RB VB PROTEINT1 NN TO PROTEINT2
AIMed_d44@9	RB PRP VBP IN DT PROTEINT0 NN NN RB RB VBZ PROTEINT1 PROTEINT2 NN
AIMed_d95@1	NN IN NN NN VBN IN DT NN IN DT PROTEINT1 PROTEINT2 NN
AIMed_d95@2	DT JJ NN IN DT JJ PROTEINT1 PROTEINT2 PROTEINT0 NN NN VBZ VBN VBN IN CD DT NN
AIMed_d95@2	DT JJ NN IN DT JJ PROTEINT1 PROTEINT0 PROTEINT2 NN NN VBZ VBN VBN IN CD DT NN
AIMed_d137@1	DT NN NNS IN DT PROTEINT1 CC PROTEINT0 NN NNS VBP JJ NN IN PROTEINT2
AIMed_d137@1	DT NN NNS IN DT PROTEINT0 CC PROTEINT1 NN NNS VBP JJ NN IN PROTEINT2
AIMed_d137@4	IN VBG JJ JJ JJ NNS PRP VBP IN PROTEINT1 RB VBZ IN PROTEINT2 CC PROTEINT0
AIMed_d137@4	IN VBG JJ JJ JJ NNS PRP VBP IN PROTEINT1 RB VBZ IN PROTEINT0 CC PROTEINT2
AIMed_d137@7	PRP VBP IN DT NN NN IN PROTEINT1 CC DT RB VBN JJ NN NN IN PROTEINT2 VBP CC VBN CC JJ IN DT NN
AIMed_d137@8	DT PROTEINT1 NN NN WDT VBZ RB JJ TO DT PROTEINT0 NN NN RB VBZ NN IN PROTEINT2
AIMed_d137@9	DT NN MD RB VB VBN FW FW IN PROTEINT1 MD VB VBN IN PROTEINT2 IN JJ NN NNS CC PROTEINT0 NNS IN DT JJ PROTEINT0 IN NN NNS
AIMed_d137@9	DT NN MD RB VB VBN FW FW IN PROTEINT0 MD VB VBN IN PROTEINT0 IN JJ NN NNS CC PROTEINT1 NNS IN DT JJ PROTEINT2 IN NN NNS
AIMed_d38@1	JJ NN IN DT JJ JJ NN NN PROTEINT1 WDT VBZ DT JJ NN IN PROTEINT2
AIMed_d38@9	PROTEINT1 VBD DT NN IN CD PROTEINT0 TO PROTEINT2 VBG NN NNS IN DT NN CD IN CD NN
AIMed_d38@9	PROTEINT0 VBD DT NN IN CD PROTEINT1 TO PROTEINT2 VBG NN NNS IN DT NN CD IN CD NN
AIMed_d38@11	RB PROTEINT1 VBZ RB DT JJ NN IN PROTEINT2
AIMed_d38@12	DT NN IN PROTEINT1 IN DT PROTEINT2 NN VBZ RB TO VB RB RB JJR IN DT IN PROTEINT0
AIMed_d38@12	DT NN IN PROTEINT0 IN DT PROTEINT1 NN VBZ RB TO VB RB RB JJR IN DT IN PROTEINT2
AIMed_d139@3	DT NN NN VBZ TO VB VBN IN NNS IN NNS CD CC CD IN PROTEINT1 NN CD IN CD NN IN NN CD IN PROTEINT2 NN CD IN DT JJ NN TO VB CD JJ NN JJ NNS
AIMed_d36@1	JJ NNS IN DT NN IN DT JJ NN IN NNS PROTEINT1 CC PROTEINT2 NNS
AIMed_d36@3	PRP RB VBD IN PROTEINT1 CC NN CC RB PROTEINT0 MD VB DT JJ NN IN PROTEINT2 CD IN DT JJ NN
AIMed_d193@1	JJ CC JJ NNS IN DT JJ NNS PROTEINT1 CC PROTEINT2 NN IN DT JJ NN VBG JJ NN NN
AIMed_d193@2	PRP VBP VBN DT NN NN NN TO VB DT JJ NN IN DT PROTEINT0 NN NN PROTEINT1 WDT VBZ IN DT JJ NN PROTEINT2 PROTEINT0
AIMed_d193@2	PRP VBP VBN DT NN NN NN TO VB DT JJ NN IN DT PROTEINT0 NN NN PROTEINT1 WDT VBZ IN DT JJ NN PROTEINT0 PROTEINT2
AIMed_d193@7	JJ NN VBD IN DT PROTEINT1 PROTEINT2 NN VBD TO PRP$ JJ NN NN NN FW FW CC DT NN NN VBD RB VBN IN PROTEINT0 PROTEINT0
AIMed_d31@7	RB PRP VBP IN PROTEINT1 RB VBZ CD JJ NNS PROTEINT2 PROTEINT0 PROTEINT0 CC PROTEINT0 PROTEINT0 PROTEINT0
AIMed_d31@7	RB PRP VBP IN PROTEINT1 RB VBZ CD JJ NNS PROTEINT0 PROTEINT2 PROTEINT0 CC PROTEINT0 PROTEINT0 PROTEINT0
AIMed_d31@7	RB PRP VBP IN PROTEINT1 RB VBZ CD JJ NNS PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT2 PROTEINT0 PROTEINT0
AIMed_d31@7	RB PRP VBP IN PROTEINT1 RB VBZ CD JJ NNS PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT0 PROTEINT2 PROTEINT0
AIMed_d31@7	RB PRP VBP IN PROTEINT1 RB VBZ CD JJ NNS PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT0 PROTEINT0 PROTEINT2
AIMed_d31@10	PRP VBZ VBN VBN IN PROTEINT0 VBZ NN IN JJ NN NNS VBG NN NNS WDT VBP CC PROTEINT0 PROTEINT1 NN PROTEINT2 CC PROTEINT0 PROTEINT0 NNS
AIMed_d31@11	PRP$ NNS VBP IN PROTEINT0 VBZ DT NNS IN PROTEINT1 IN PROTEINT2 PROTEINT0 CC PROTEINT0 RB VBG PROTEINT0 JJ NN NN NN
AIMed_d31@11	PRP$ NNS VBP IN PROTEINT0 VBZ DT NNS IN PROTEINT1 IN PROTEINT0 PROTEINT2 CC PROTEINT0 RB VBG PROTEINT0 JJ NN NN NN
AIMed_d31@11	PRP$ NNS VBP IN PROTEINT0 VBZ DT NNS IN PROTEINT1 IN PROTEINT0 PROTEINT0 CC PROTEINT2 RB VBG PROTEINT0 JJ NN NN NN
AIMed_d142@1	NN IN JJ NN IN DT NN NN NNS PROTEINT1 CC PROTEINT2
AIMed_d142@8	PRP VBD IN PROTEINT1 CC PROTEINT2 MD VB DT JJ NN
AIMed_d142@9	IN NN PRP VBD NNS IN PROTEINT1 CC PROTEINT2 WDT VBP PRP$ NNS IN DT JJ
AIMed_d142@10	DT JJ NN IN PROTEINT1 CC PROTEINT2 MD RB VB DT NN IN DT JJ NN VBN RB
AIMed_d153@1	NN IN PROTEINT1 NN TO JJ PROTEINT2 IN NN NNS CC PRP$ JJ NN IN JJ NN
AIMed_d153@2	PROTEINT1 DT NN NN NN NN RB VBN IN PROTEINT0 VBZ RB VBN IN PROTEINT2 PROTEINT0 IN DT NN IN NN NNS CC NN NN NNS
AIMed_d153@2	PROTEINT1 DT NN NN NN NN RB VBN IN PROTEINT0 VBZ RB VBN IN PROTEINT0 PROTEINT2 IN DT NN IN NN NNS CC NN NN NNS
AIMed_d153@2	PROTEINT0 DT NN NN NN NN RB VBN IN PROTEINT1 VBZ RB VBN IN PROTEINT2 PROTEINT0 IN DT NN IN NN NNS CC NN NN NNS
AIMed_d153@2	PROTEINT0 DT NN NN NN NN RB VBN IN PROTEINT1 VBZ RB VBN IN PROTEINT0 PROTEINT2 IN DT NN IN NN NNS CC NN NN NNS
AIMed_d153@3	IN DT JJ NN PRP VBD CC DT NN IN PROTEINT1 CC PROTEINT2 CC DT JJ NNS IN DT NN
AIMed_d153@4	PRP VBD IN PROTEINT1 VBD VBN IN PROTEINT2 IN NN NN NNS VBG CC PROTEINT0 CC PROTEINT0 JJ NN VBG IN DT NN IN PROTEINT0 CC PROTEINT0 VBD RB VB JJ NN
AIMed_d153@4	PRP VBD IN PROTEINT0 VBD VBN IN PROTEINT0 IN NN NN NNS VBG CC PROTEINT0 CC PROTEINT0 JJ NN VBG IN DT NN IN PROTEINT1 CC PROTEINT2 VBD RB VB JJ NN
AIMed_d153@9	DT NNS VBP IN PROTEINT0 IN DT NN NN VBZ VBN IN DT JJ JJ NN IN WDT VBN PROTEINT1 VBZ TO NN NN PROTEINT2 CC DT NN VBZ JJ IN VBG DT JJ NN IN NN
AIMed_d182@1	NN IN DT PROTEINT1 NN VBD TO DT PROTEINT2 NN NN NN NN
AIMed_d182@2	DT PROTEINT1 NN VBZ DT JJ NN IN DT PROTEINT2 NN NN IN IN PRP MD VB DT NN NN IN PROTEINT0 CC VBP PRP$ NN TO VB NN
AIMed_d182@2	DT PROTEINT1 NN VBZ DT JJ NN IN DT PROTEINT0 NN NN IN IN PRP MD VB DT NN NN IN PROTEINT2 CC VBP PRP$ NN TO VB NN
AIMed_d182@4	DT JJ NN IN DT JJ JJ NN IN PROTEINT1 VBD TO DT JJ NN NN NN IN PROTEINT2 VBD IN PROTEINT0 VBZ DT JJ JJ NN IN WDT DT PROTEINT0 NN VBZ IN DT JJ NN NN
AIMed_d182@4	DT JJ NN IN DT JJ JJ NN IN PROTEINT0 VBD TO DT JJ NN NN NN IN PROTEINT0 VBD IN PROTEINT1 VBZ DT JJ JJ NN IN WDT DT PROTEINT2 NN VBZ IN DT JJ NN NN
AIMed_d182@5	DT NN VBZ IN DT JJ NN IN DT PROTEINT0 NN CC DT JJ NN IN DT PROTEINT0 NN NN CC IN JJ IN DT NN IN PROTEINT1 NN NN NN CC JJ NN RB IN DT PROTEINT2 NN
AIMed_d182@6	DT JJ PROTEINT0 NNS VBP RB VBN IN NN VBG DT NN IN PROTEINT1 VBZ PROTEINT2 IN VBG PRP$ NN NN
AIMed_d128@4	DT PROTEINT1 CC PROTEINT0 NNS PROTEINT2 CC PROTEINT0 RB VBP JJ NN NNS IN NN CD IN DT JJ NN NN
AIMed_d128@4	DT PROTEINT0 CC PROTEINT1 NNS PROTEINT0 CC PROTEINT2 RB VBP JJ NN NNS IN NN CD IN DT JJ NN NN
AIMed_d128@7	IN DT NN IN PROTEINT0 NN VBZ NN NN IN DT JJ NN DT JJ JJ NN VBG CD NN CC CD NN NNS VBZ VBN IN NN IN DT NN NN TO DT JJ CD NN PROTEINT0 VBZ RB VB TO DT PROTEINT0 NN CC PROTEINT1 VBZ TO CC DT PROTEINT2 CC PROTEINT0 CC NN NNS VBP VBN IN DT JJ NNS IN PROTEINT0 NN
AIMed_d128@7	IN DT NN IN PROTEINT0 NN VBZ NN NN IN DT JJ NN DT JJ JJ NN VBG CD NN CC CD NN NNS VBZ VBN IN NN IN DT NN NN TO DT JJ CD NN PROTEINT0 VBZ RB VB TO DT PROTEINT0 NN CC PROTEINT1 VBZ TO CC DT PROTEINT0 CC PROTEINT2 CC NN NNS VBP VBN IN DT JJ NNS IN PROTEINT0 NN
AIMed_d128@8	PRP VBP RB DT JJ NN IN DT CD NN IN PROTEINT1 VBD TO DT JJ NN IN DT PROTEINT2
AIMed_d128@9	NNS IN DT PROTEINT1 PROTEINT2 NN VBP WRB PROTEINT0 MD VB TO DT CD RB JJ NN NN NNS
AIMed_d154@8	RB PRP VBD FW FW VBN NNS IN DT NN NN TO VB IN IN PROTEINT1 CC SYM CD CC PROTEINT0 VBP IN NNS VBG DT JJ NN IN PROTEINT2 PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT0
AIMed_d154@8	RB PRP VBD FW FW VBN NNS IN DT NN NN TO VB IN IN PROTEINT1 CC SYM CD CC PROTEINT0 VBP IN NNS VBG DT JJ NN IN PROTEINT0 PROTEINT2 PROTEINT0 PROTEINT0 CC DT PROTEINT0
AIMed_d154@8	RB PRP VBD FW FW VBN NNS IN DT NN NN TO VB IN IN PROTEINT1 CC SYM CD CC PROTEINT0 VBP IN NNS VBG DT JJ NN IN PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT2 CC DT PROTEINT0
AIMed_d154@8	RB PRP VBD FW FW VBN NNS IN DT NN NN TO VB IN IN PROTEINT1 CC SYM CD CC PROTEINT0 VBP IN NNS VBG DT JJ NN IN PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT2
AIMed_d154@8	RB PRP VBD FW FW VBN NNS IN DT NN NN TO VB IN IN PROTEINT0 CC SYM CD CC PROTEINT1 VBP IN NNS VBG DT JJ NN IN PROTEINT2 PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT0
AIMed_d154@8	RB PRP VBD FW FW VBN NNS IN DT NN NN TO VB IN IN PROTEINT0 CC SYM CD CC PROTEINT1 VBP IN NNS VBG DT JJ NN IN PROTEINT0 PROTEINT2 PROTEINT0 PROTEINT0 CC DT PROTEINT0
AIMed_d154@8	RB PRP VBD FW FW VBN NNS IN DT NN NN TO VB IN IN PROTEINT0 CC SYM CD CC PROTEINT1 VBP IN NNS VBG DT JJ NN IN PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT2 CC DT PROTEINT0
AIMed_d154@8	RB PRP VBD FW FW VBN NNS IN DT NN NN TO VB IN IN PROTEINT0 CC SYM CD CC PROTEINT1 VBP IN NNS VBG DT JJ NN IN PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT2
AIMed_d185@1	PROTEINT1 NN IN CD JJ JJ JJ NN NNS IN DT PROTEINT2 PROTEINT0 NN JJ NN
AIMed_d185@4	IN DT NNS VBN PROTEINT1 VBD PROTEINT2 CC PROTEINT0 CC VBD DT NN IN CD JJ NN NN NNS WDT VBD JJ NNS IN DT CD NN NNS
AIMed_d185@4	IN DT NNS VBN PROTEINT1 VBD PROTEINT0 CC PROTEINT2 CC VBD DT NN IN CD JJ NN NN NNS WDT VBD JJ NNS IN DT CD NN NNS
AIMed_d185@5	PROTEINT1 RB VBD PROTEINT2 IN NN NNS WDT RB VBD DT JJ PROTEINT0 PROTEINT0
AIMed_d185@6	VBG DT JJ NN NN CD NN NNS NN CC NN IN DT JJ NN IN DT JJ PROTEINT0 PROTEINT1 VBD VBN TO VB RB VBN IN NN NN CC IN NN IN PROTEINT2 CC RB IN PROTEINT0 CC NN
AIMed_d185@9	DT NNS VBP IN PROTEINT1 CC RB PROTEINT0 CC PROTEINT0 VBZ RB VBN TO DT JJ PROTEINT0 PROTEINT2 IN VBG TO JJ CC JJ NN JJ NN NNS VBG NN
AIMed_d126@3	VBG NN NNS PRP VBP VBN DT NNS IN WDT PROTEINT1 CC PROTEINT0 PROTEINT0 VBP VBN IN PROTEINT2 IN DT NN VBN TO VB TO JJ NN
AIMed_d126@3	VBG NN NNS PRP VBP VBN DT NNS IN WDT PROTEINT0 CC PROTEINT1 PROTEINT0 VBP VBN IN PROTEINT2 IN DT NN VBN TO VB TO JJ NN
AIMed_d126@3	VBG NN NNS PRP VBP VBN DT NNS IN WDT PROTEINT0 CC PROTEINT0 PROTEINT1 VBP VBN IN PROTEINT2 IN DT NN VBN TO VB TO JJ NN
AIMed_d126@4	PROTEINT1 CC PROTEINT0 VBD VBN IN NNS IN PRP VBP JJ NN NNS IN DT NN NN CC PRP VBP JJ NN VBN NNS IN PROTEINT2
AIMed_d126@4	PROTEINT0 CC PROTEINT1 VBD VBN IN NNS IN PRP VBP JJ NN NNS IN DT NN NN CC PRP VBP JJ NN VBN NNS IN PROTEINT2
AIMed_d126@10	DT VBZ IN PROTEINT1 MD VB IN PROTEINT2 IN JJS IN PRP$ JJ NN IN PRP VBZ DT JJ JJ NN JJ NN
AIMed_d84@1	NN IN DT JJ NN IN PROTEINT0 CC DT PROTEINT1 PROTEINT0 IN DT PROTEINT2 PROTEINT0 PROTEINT0 NN IN DT NN JJ NN
AIMed_d84@1	NN IN DT JJ NN IN PROTEINT0 CC DT PROTEINT0 PROTEINT1 IN DT PROTEINT2 PROTEINT0 PROTEINT0 NN IN DT NN JJ NN
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT1 PROTEINT0 CC DT PROTEINT0 PROTEINT0 IN PRP$ CD VBN NNS PROTEINT2 CC DT PROTEINT0 PROTEINT0 PROTEINT0
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT1 PROTEINT0 CC DT PROTEINT0 PROTEINT0 IN PRP$ CD VBN NNS PROTEINT0 CC DT PROTEINT0 PROTEINT2 PROTEINT0
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT1 PROTEINT0 CC DT PROTEINT0 PROTEINT0 IN PRP$ CD VBN NNS PROTEINT0 CC DT PROTEINT0 PROTEINT0 PROTEINT2
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT0 PROTEINT1 CC DT PROTEINT0 PROTEINT0 IN PRP$ CD VBN NNS PROTEINT2 CC DT PROTEINT0 PROTEINT0 PROTEINT0
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT0 PROTEINT1 CC DT PROTEINT0 PROTEINT0 IN PRP$ CD VBN NNS PROTEINT0 CC DT PROTEINT0 PROTEINT2 PROTEINT0
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT0 PROTEINT1 CC DT PROTEINT0 PROTEINT0 IN PRP$ CD VBN NNS PROTEINT0 CC DT PROTEINT0 PROTEINT0 PROTEINT2
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT1 PROTEINT0 IN PRP$ CD VBN NNS PROTEINT2 CC DT PROTEINT0 PROTEINT0 PROTEINT0
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT1 PROTEINT0 IN PRP$ CD VBN NNS PROTEINT0 CC DT PROTEINT0 PROTEINT2 PROTEINT0
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT1 PROTEINT0 IN PRP$ CD VBN NNS PROTEINT0 CC DT PROTEINT0 PROTEINT0 PROTEINT2
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT0 PROTEINT1 IN PRP$ CD VBN NNS PROTEINT2 CC DT PROTEINT0 PROTEINT0 PROTEINT0
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT0 PROTEINT1 IN PRP$ CD VBN NNS PROTEINT0 CC DT PROTEINT0 PROTEINT2 PROTEINT0
AIMed_d84@2	VBG DT NN JJ NN DT JJ NN IN VBG JJ NNS PRP VBP VBN CC VBN DT NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT0 PROTEINT1 IN PRP$ CD VBN NNS PROTEINT0 CC DT PROTEINT0 PROTEINT0 PROTEINT2
AIMed_d84@4	PRP$ NNS MD VB VBN IN VBZ LS DT NN NN NN IN DT PROTEINT1 VBZ JJ IN DT NN IN PROTEINT2 CC PROTEINT0 NN PROTEINT0 CC PROTEINT0 VBP TO DT PROTEINT0 IN DT JJ NN NN JJ TO PROTEINT0 PROTEINT0 VBZ RB TO DT JJ NN NNS NN CD CC CD IN DT PROTEINT0 CC VB DT JJ NN IN PROTEINT0 VBZ VBN IN PRP$ NN IN DT PROTEINT0 CC DT PROTEINT0
AIMed_d84@4	PRP$ NNS MD VB VBN IN VBZ LS DT NN NN NN IN DT PROTEINT1 VBZ JJ IN DT NN IN PROTEINT0 CC PROTEINT2 NN PROTEINT0 CC PROTEINT0 VBP TO DT PROTEINT0 IN DT JJ NN NN JJ TO PROTEINT0 PROTEINT0 VBZ RB TO DT JJ NN NNS NN CD CC CD IN DT PROTEINT0 CC VB DT JJ NN IN PROTEINT0 VBZ VBN IN PRP$ NN IN DT PROTEINT0 CC DT PROTEINT0
AIMed_d84@4	PRP$ NNS MD VB VBN IN VBZ LS DT NN NN NN IN DT PROTEINT0 VBZ JJ IN DT NN IN PROTEINT0 CC PROTEINT0 NN PROTEINT1 CC PROTEINT0 VBP TO DT PROTEINT2 IN DT JJ NN NN JJ TO PROTEINT0 PROTEINT0 VBZ RB TO DT JJ NN NNS NN CD CC CD IN DT PROTEINT0 CC VB DT JJ NN IN PROTEINT0 VBZ VBN IN PRP$ NN IN DT PROTEINT0 CC DT PROTEINT0
AIMed_d84@4	PRP$ NNS MD VB VBN IN VBZ LS DT NN NN NN IN DT PROTEINT0 VBZ JJ IN DT NN IN PROTEINT0 CC PROTEINT0 NN PROTEINT0 CC PROTEINT1 VBP TO DT PROTEINT2 IN DT JJ NN NN JJ TO PROTEINT0 PROTEINT0 VBZ RB TO DT JJ NN NNS NN CD CC CD IN DT PROTEINT0 CC VB DT JJ NN IN PROTEINT0 VBZ VBN IN PRP$ NN IN DT PROTEINT0 CC DT PROTEINT0
AIMed_d84@4	PRP$ NNS MD VB VBN IN VBZ LS DT NN NN NN IN DT PROTEINT0 VBZ JJ IN DT NN IN PROTEINT0 CC PROTEINT0 NN PROTEINT0 CC PROTEINT0 VBP TO DT PROTEINT0 IN DT JJ NN NN JJ TO PROTEINT0 PROTEINT1 VBZ RB TO DT JJ NN NNS NN CD CC CD IN DT PROTEINT2 CC VB DT JJ NN IN PROTEINT0 VBZ VBN IN PRP$ NN IN DT PROTEINT0 CC DT PROTEINT0
AIMed_d84@4	PRP$ NNS MD VB VBN IN VBZ LS DT NN NN NN IN DT PROTEINT0 VBZ JJ IN DT NN IN PROTEINT0 CC PROTEINT0 NN PROTEINT0 CC PROTEINT0 VBP TO DT PROTEINT0 IN DT JJ NN NN JJ TO PROTEINT0 PROTEINT0 VBZ RB TO DT JJ NN NNS NN CD CC CD IN DT PROTEINT0 CC VB DT JJ NN IN PROTEINT1 VBZ VBN IN PRP$ NN IN DT PROTEINT2 CC DT PROTEINT0
AIMed_d84@4	PRP$ NNS MD VB VBN IN VBZ LS DT NN NN NN IN DT PROTEINT0 VBZ JJ IN DT NN IN PROTEINT0 CC PROTEINT0 NN PROTEINT0 CC PROTEINT0 VBP TO DT PROTEINT0 IN DT JJ NN NN JJ TO PROTEINT0 PROTEINT0 VBZ RB TO DT JJ NN NNS NN CD CC CD IN DT PROTEINT0 CC VB DT JJ NN IN PROTEINT1 VBZ VBN IN PRP$ NN IN DT PROTEINT0 CC DT PROTEINT2
AIMed_d84@5	PRP VBP IN NN DT PROTEINT1 CC DT PROTEINT0 NN IN JJS IN NN DT JJ JJ NN VBG PRP$ NN IN PRP$ CD NNS PROTEINT2 CC PROTEINT0 CC NN PROTEINT0 VBZ IN DT PROTEINT0 IN DT NN WDT VBZ JJ IN DT VBN IN PROTEINT0
